title,console,genre,publisher,developer
Shukufuku no Campanella Portable,PSP,Adventure,Kadokawa Shoten,Kadokawa Shoten
Dekitayo Mama! Mitsugo no Kuma-San: Otoko no Ko,DS,Misc,Starfish,Starfish SD
Kidou Senshi Gundam Vol.3 -A Baoa Qu-,WS,Strategy,Bandai,Bandai
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,Action,505 Games,Matrix Software
Elemental Gearbolt,PS,Shooter,Working Designs,Alfa System
Lords of Magic,PC,Role-Playing,Sierra Entertainment,Impressions Games
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,Misc,Hackberry,Hack Berry
Sonic Generations Collection,PC,Platform,Unknown,Devils Details
Road Rash II,GEN,Racing,Electronic Arts,Electronic Arts
Lone Soldier,PS,Shooter,Telstar,Tempest Software
Jikkyou Powerful Pro Yakyuu Next,Wii,Sports,Konami,PawaPuro Production
Matterfall,PS4,Shooter,Sony Interactive Entertainment,Housemarque
Boboboubo Boubobo: 9 Kiwame Senshi Gyagu Yuugou,GBA,Role-Playing,Hudson Soft,Hudson Soft
Puzzle Iroiro: Gekkan Crossword House Vol. 2,DSiW,Puzzle,Nintendo,Nintendo
Fat Bobby,Lynx,Misc,Telegames,Telegames
Forever Kingdom,PS2,Role-Playing,Agetec,From Software
Shaiya: Light and Darkness,PC,Role-Playing,Aeria Games & Entertainment,Sonovaslag Entertainment
Meitantei Conan,PS,Adventure,Bandai,Bandai
CB Chara Wars: Ushinawareta Gag,SNES,Action,Banpresto,Almanic Corp.
Disciples II: Rise of the Elves,PC,Strategy,Strategy First,Strategy First
FreeCell Solitaire,3DS,Misc,Agetec,Unknown
EVE Online: Revelations II,PC,Role-Playing,Unknown,CCP
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,Action,Capcom,From Software
ArmA X: 10th Anniversary Edition,PC,Shooter,Meridian4,Meridian 4
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,Misc,Nintendo,Nintendo
Detective Barbie: The Mystery Cruise,PS,Adventure,Mattel Interactive,Runecraft
Penny Blood: Hellbound,PC,Action,Unknown,NatsumeAtari
Virtua Pachi-Slot V,PS,Misc,Map Japan,Map Japan
Fuzion Frenzy 2,X360,Misc,Microsoft,Hudson Soft
Crayon Shin-Chan 2: Ora to Wanpaku Gokko Dazo,GB,Action,Bandai,Bandai
Drakensang: The Dark Eye,PC,Role-Playing,THQ,Radon Labs GmbH
- Arcane RERaise -,PC,Role-Playing,ArcaneRaise,Arcane Raise
The Guild: Gold Edition,PC,Simulation,JoWood Productions,4HEAD Studios
Blokus,PSN,Puzzle,Gameloft,Gameloft
Lost Lands: The Golden Curse,PC,Adventure,FIVE-BN GAMES,FIVE-BN GAMES
Championship Motocross 2001 Featuring Ricky Carmichael,GB,Racing,THQ,Tiertex Design Studios
Saint Seiya: Sanctuary Battle,PS3,Action,Namco Bandai Games,Dimps Corporation
Persona Arena,Series,Fighting,Atlus,Arc System Works
Dragon Quest III: Soshite Densetsu e...,SNES,Role-Playing,Enix,Heart Beat
Danganronpa,Series,Adventure,NIS America,Spike Chunsoft
Sakai Burai Kaiji: Death or Survival,DS,Adventure,Compile Heart,Compile Heart
Road Trip,PS2,Racing,Conspiracy Entertainment,E-game
Worms Pinball,PS,Misc,Infogrames,Team17 Software
Martha Stewart,3DS,Misc,Unknown,Majesco Entertainment
Fatal Fury 2 (CD),NG,Fighting,SNK,SNK Corporation
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,Misc,Namco Bandai Games,Unknown
Dokapon the World,PS2,Role-Playing,Asmik Ace Entertainment,"Asmik Ace Entertainment, Inc"
Clandestiny,PC,Adventure,Trilobyte,Trilobyte
Trump Boy,GB,Misc,Pack-In-Video,Pack-In-Video
H2O,PC,Puzzle,Webfoot Technologies,Webfoot Technologies
Sengoku Efuda Yuugi: Hototogisu Ran,PSP,Misc,Irem Software Engineering,Irem Software Engineering
Janken Party Paradise,WW,Misc,Studio Zan,Studio Zan
SUGURI,PC,Action,Rockin' Android,Rockin' Android
Bleach: Dark Souls (JP sales),DS,Fighting,Sega,"Treasure Co., Ltd."
Pokosuka Racing,WW,Racing,Recom,Recom
Aleck & Bordon Adventure: Tower & Shaft,GBA,Adventure,Aruze Corp,Aruze Corp
The Legend of Oasis,SAT,Role-Playing,Sega,Ancient
Tricolore Crise,DC,Role-Playing,Victor Interactive,Victor Interactive Software
Dragon Tamer: Sound Spirit,DS,Role-Playing,Namco Bandai,Bandai Namco Games
Libero Grande,PS,Sports,Namco,Namco
MetalMech: Man & Machine,NES,Action,Jaleco,Sculptured Software
Conquest of the Crystal Palace,NES,Adventure,Asmik Corp,Quest Corporation
Prince of Persia: The Shadow and The Flame,And,Misc,Ubisoft,Unknown
EZmuze: Break / House Edition,XBL,Misc,Microsoft,Mad Ninja Skillz
Saint Sword,GEN,Action,Unknown,Taito
Barbie: Race & Ride,PS,Action,Mattel Interactive,Runecraft
Tecmo NBA Basketball,NES,Sports,Tecmo,Tecmo
Dragon Ball Z Gaiden: Saiyajin Zetsumetsu Keikaku,NES,Role-Playing,Bandai,Bandai
Taboo: The Sixth Sense,NES,Misc,Tradewest,Rare Ltd.
Imagine: Party Planner,DS,Simulation,Ubisoft,Ubisoft
Amerzone: The Explorer's Legacy,PS,Adventure,Ubisoft,Visual Impact
American Girl: Julie Saves the Eagles,PC,Adventure,THQ,THQ
Gods of Almagest,PSV,Puzzle,Unknown,Arrayansoft
WWF Superstars,GB,Fighting,LJN,Rare Ltd.
Panel DE Naruto,GB,Misc,Bandai,Unknown
Might and Magic IX,PC,Role-Playing,3DO,"New World Computing, Inc."
RollerCoaster Tycoon 3,PC,Strategy,Atari,Frontier Developments
Backyard Baseball 2006,GBA,Sports,Atari,Game Brains
Yoshi Topsy-Turvy,GBA,Platform,Nintendo,Artoon
Vangers: One for the Road,PC,Action,Interactive Magic,K-D Lab
Marko's Magic Football,SNES,Platform,Acclaim Entertainment,The Kremlin
Fire ProWrestling for WonderSwan,WS,Fighting,Kaga Tech,Human Club
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,Adventure,Marvelous Interactive,Marvelous Interactive
"Guns, Gore & Cannoli 2",PC,Action,Crazy Monkey,Crazy Monkey Studios
Radiation Island,NS,Adventure,Atypical Games,Atypical Games
Angry Barry,XBL,Action,Microsoft,arrogancy
Horizon Shift,PC,Shooter,Kiss,Flump Studios
Monochrome Boo & Baby Boo: Kururin Boo,DS,Puzzle,Creative Core,Creative Core
RealSports Volleyball,2600,Sports,Atari,Atari
Zombeer,WiiU,Action,Unknown,Padaone Games
3D Frog Frenzy,PC,Action,Unknown,Webfoot Technologies
Virtua Fighter Remix,SAT,Fighting,Sega,Sega-AM2
Uchi no 3 Shimai DS,DS,Misc,Culture Brain,Culture Brain
Tools Up!,NS,Party,All in! Games,All in! Games
Mythos,PC,Role-Playing,Unknown,Flagship Studios
Codename Kingdoms,X360,Action,Unknown,Crytek
Animastar GB,GB,Role-Playing,Media Factory,Aki Corporation
Mario Kart,Series,Racing,Nintendo,Nintendo
New Super Mario Bros. Wii,Wii,Platform,Nintendo,Nintendo EAD
Asterix Brain Trainer,DS,Misc,Atari,Little Worlds Studio
Bikkuri Pachinko: Ashita no Joe - Kyoraku Collection Vol. 1,PS3,Misc,Unknown,Kyouraku Sangyou Holdings
SingStar '80s,PS2,Misc,Sony Computer Entertainment,SCEE London Studio
Rad Rodgers Radical Edition,NS,Platform,THQ Nordic,Slipgate Studios
Sonic Dash,And,Misc,Sega,Unknown
MothBallz,XBL,Shooter,Microsoft,Donovan Lourens
Mobile Suit Gundam Side Story: Missing Link,PS3,Action,Namco Bandai Games,B.B. Studio
Comic Jumper,XBL,Platform,Twisted Pixel Games,Twisted Pixel Games
Yo-kai Watch 1 for Nintendo Switch,NS,Role-Playing,Nintendo,Level 5
J-League Spectacle Soccer,DC,Sports,Sega,Smilebit
Space Colony,PC,Strategy,Gathering of Developers,FireFly Studios
Warcraft II: Beyond the Dark Portal,PC,Strategy,Blizzard Entertainment,Blizzard Entertainment
Takemiya Masaki Kudan no Igo Taishou,SNES,Misc,KSS,KSS
Wing Over 2,PS,Simulation,Avalon Interactive,BELUGA Computer Inc.
Incredible Crisis,PS,Action,Titus,Polygon Magic
Build-A-Bear Workshop: Welcome to Hugsville,DS,Misc,Game Factory,Game Factory
Mega Man Battle Network 5: Double Team DS (JP sales),DS,Role-Playing,Capcom,Capcom
Dino Adventure,WiiU,Misc,Oxygen Games,Unknown
Star Wars: Tiny Death Star,And,Misc,LucasArts,Unknown
Zelda: The Wand of Gamelon,CDi,Action-Adventure,Philips Interactive Media,Animation Magic
Pokémon Ranger: Guardian Signs,DS,Role-Playing,Nintendo,Creatures Inc.
The Settlers III,PC,Strategy,Blue Byte,Blue Byte
The Night of the Rabbit,PC,Adventure,Daedalic Entertainment,Daedalic Entertainment
Dream Audition Super Hit Disc 2,PS2,Misc,Jaleco,Jaleco Entertainment
Maximum Racing: Sprint Cars,Wii,Racing,Unknown,Brain in a Jar
Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,Role-Playing,Konami,Konami Computer Entertainment Shinjuku
Music Maker,PS2,Misc,Magix,Magix
Jump Duck,XBL,Misc,Microsoft,LocoPuyo
D.C. II P.C.: Da Capo II Plus Communication,PC,Adventure,Circus,Circus
Golden Axe (Arcade),VC,Action,Sega,Sega
World War II Combat: Road To Berlin,XB,Shooter,Groove Games,Direct Action Games
Saint,Wii,Shooter,UFO Interactive,Starfish SD
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,Sports,Konami,Silicon Studio
InfoGenius Productivity Pak: Frommer's Travel Guide,GB,Misc,GameTek,GameTek
Resident Evil: The Darkside Chronicles,Wii,Shooter,Capcom,"Cavia, inc."
Street Racquetball,PS,Sports,Agetec,Highwaystar
Dissidia Duodecim Prologus Final Fantasy,PSN,Fighting,Square Enix,Square Enix
Mana,Series,Role-Playing,Square,Square
Clue / Mouse Trap / Perfection / Aggravation,DS,Misc,Unknown,Gravity-I
Moujuutsukai to Oujisama,PS2,Adventure,Idea Factory,Idea Factory
Back to the Future Part II & III,NES,Platform,LJN,Beam Software
300: Rise of an Empire -- Seize Your Glory,And,Misc,Warner Bros. Interactive Entertainment,Unknown
Kiteretsu Daihyakka: Cho Jiku Sugoroku,SNES,Misc,Video System,Video System
Tozasarata Tachi,3DO,Action,3DO,3DO
Disney Movies VR,OR,Adventure,Disney Online,Disney Online
Bloop Reloaded,PC,Simulation,Kiss,2SD
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,Simulation,Konami,Konami
Attack of the Friday Monsters! A Tokyo Tale,3DS,Action-Adventure,Level 5,Millenium Kitchen
Flap for Life,And,Misc,Unknown,Unknown
Hollywood Escape,And,Action,Unknown,Unknown
GUNBIRD,NS,Shooter,Zerodiv,ZeroDiv
Drift,XBL,Misc,Microsoft,Polychrome
Silver Star Reversi,WW,Misc,Agetec,Electronic Arts
IQ Trainer,DS,Misc,Unknown,DreamCatcher Interactive
Shaman King: Spirit of Shamans,PS,Action,Bandai,Bandai
Games Festival 2,3DS,Misc,Big Ben Interactive,Unknown
Disney Fireworks,DSiW,Puzzle,Disney Interactive Studios,Disney Interactive Studios
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,Action,THQ,Helixe / Altron
Video Reflex,2600,Sports,Unknown,Exus
Mega Schwarzschild,SCD,Strategy,Sega,Sega
Softporn Adventure,OSX,Adventure,Unknown,Blue Sky Software
1943 Kai,PCE,Shooter,Naxat Soft,Capcom
Water Sports,Wii,Sports,GameMill,FrontLine Studios
TV Manager 2,PC,Misc,Ascaron Entertainment GmbH,Unknown
Star X,GBA,Shooter,BAM! Entertainment,Graphic State
Ferris Mueller's Day Off,And,Misc,Glitch Games,Unknown
fault - StP - LIGHTKRAVTE,PC,Visual Novel,Phoenixx Inc.,ALICE IN DISSONANCE
Asphalt 8: Airborne,And,Misc,Gameloft,Unknown
Solo,PC,Puzzle,Unknown,Team Gotham
Reflexes test,PC,Misc,Unknown,Unknown
Ultimate Mind Games,PS2,Misc,Midas Interactive Entertainment,Yuki Enterprise
Marathon Infinity,OSX,Shooter,Bungie Software,Bungie Software
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,Misc,Daito,Daito
Obulis,PC,Puzzle,Meridian4,IonFX
2D Math Panic,XBL,Misc,Microsoft,OnekSoft Games
Jinsei Game Densetsu,GB,Misc,Takara,Takara
Gallop Racer (JP),PS,Sports,Tecmo,Tecmo
Racer Mini Yonku: Japan Cup,NES,Misc,Konami,Konami
Crystareino,And,Role-Playing,"Kotobuki Solution Co., Ltd.",Kemco-Seika
SEGA Ages: Space Harrier,NS,Shooter,Sega,Sega
Renai Chu! Happy Perfect,DC,Adventure,GN Software,fupac
Photo Dojo,DSiW,Fighting,Nintendo,Nintendo
GunGriffon Blaze,PS2,Simulation,Working Designs,Game Arts
Championship Motocross 2002 Featuring Ricky Carmichael,GBA,Racing,THQ,Tiertex Design Studios
Lionheart: Kings' Crusade,PC,Strategy,Paradox Interactive,Neocore Games
Army Corps of Hell,PSV,Action,Square Enix,"Entersphere, Inc."
Driver 2 Advance,GBA,Action,Atari,Sennari Interactive
Glyph 2,PC,Puzzle,Unknown,Sandlot Games
Spider-Man 2: The Sinister Six,GB,Platform,Activision,Torus Games
2 Games in 1: Sonic Advance & Sonic Battle,GBA,Misc,THQ,Sega
Chi's Sweet Home: Chi ga Ouchi ni Yatte Kita!,DS,Simulation,Interchannel,Interchannel
Oeka Kids: Anpanman to Oekaki Shiyou!!,NES,Misc,Bandai,Bandai
My Baby Girl,DS,Simulation,SouthPeak Interactive,Dancing Dots
Donald in Maui Mallard,GEN,Platform,Sega,Eurocom Entertainment Software
Death Knights of Krynn,PC,Role-Playing,SSI,SSI
GRIME,PC,Role-Playing,Unknown,Clover Bite
Daytona USA 2: Battle on the Edge,Arc,Misc,Sega,Unknown
Deadly 30,PC,Action,Headup Games,Ignatus Zuk and Gonzalo Villagomez
Hajimete no Mojirenshuu,DSiW,Misc,Unknown,Mechanic Arms
Tecmo Baseball,NES,Sports,Tecmo,Tecmo
MotorStorm: Apocalypse,PS3,Racing,Sony Computer Entertainment,Evolution Studios
Rise of the Phoenix,SNES,Strategy,KOEI,Koei
Rocky Rodent,SNES,Platform,Irem Software Engineering,Irem Software Engineering
Shadow Tower,PS,Role-Playing,Agetec,From Software
Dungeon Adventure,XBL,Role-Playing,Microsoft,UberGeekGames
Private Idol Disc Vol.6: Satomi Yoshida,SAT,Misc,Sada Soft,Sada Soft
Word Jolt,And,Misc,Unknown,Unknown
Chopper Attack,N64,Action,Midway Games,Seta Corporation
The Blue Crystal Rod,SNES,Adventure,Namco,Game Studio
Touhou Spell Bubble,NS,Puzzle,Unknown,Taito
Ranma 1/2: Toraware no Hanayome,PCE,Adventure,NCS,NCS
Saint Seiya: Ougon Densetsuhen Perfect Edition,WS,Role-Playing,Bandai,Bandai
I and Me,NS,Action,Ratalaika Games,Wish Fang
Revolution: 25th Anniversary Collection,PC,Adventure,Koch Media,Revolution Software
Hissatsu Kung Fu: Kanji Dragon,DS,Misc,Success,Success
BMX Trial: Alex Kidd,MS,Racing,Sega,Sega
Pachi-Slot Aruze Oukoku 2,PS,Misc,Aruze Corp,Aruze Corp
The Godfather: Mob Wars,PSP,Action,Electronic Arts,Page 44
Encleverment Experiment,XBL,Puzzle,Blitz Game Studios,Mere Mortals
Soukoku no Kusabi: Hiiro no Kakera 3 Ashita he no Tobira,PSP,Visual Novel,Idea Factory,Idea Factory
The Last Ninja 2: Back with a Vengeance,VC,Action,Commodore,System 3
Metal Slug (CD),NG,Shooter,SNK,Nazca Corporation
Little Master 2,GB,Strategy,Tokuma Shoten,Tokuma Shoten
Zoo Block,GB,Puzzle,Sachen,sachen
Dragon Ball: Origins (JP & incomplete US sales),DS,Adventure,Atari,Game Republik
Yakouchuu,SNES,Adventure,Athena,Athena
My Melody Angel Book: Denshi Techou & Enjoy Game,DS,Action,TDK Core,TDK Core
Hooligans,PC,Strategy,Hip Interactive,Darxabre
Larry Bond's Harpoon 4,PC,Strategy,Unknown,Ultimation Inc.
Formation Soccer '98: Ganbare Nippon in France,PS,Sports,Human Entertainment,Human Club
The Legend of Alon D'ar,PS2,Role-Playing,Ubisoft,Stormfront Studios
New Super Mario Bros.,DS,Platform,Nintendo,Nintendo EAD
Kakuge-Yaro: Fighting Game Creator,PS,Fighting,IPC Software,IPC Software
Bamboo Blade: Sorekara no Chousen,PSP,Adventure,Gadget Soft,Gadget Soft
Winning Post 4,PS,Sports,KOEI,Koei/Inis
Momodora: Moonlit Farewell,PC,Action,Unknown,Bombservice
Race Days,GB,Racing,GameTek,Gremlin Interactive
"Nancy Drew Dossier: Lights, Camera, Curses!",PC,Adventure,Her Interactive,Her Interactive
PC Fútbol 2007,PC,Sports,Planeta DeAgostini Interactive,Gaelco
GiFTPiA,GC,Role-Playing,Unknown,skip Ltd.
Caesars Palace VIP Series: Blackjack,PC,Misc,Interplay,Interplay
Rats!,GB,Action,Take-Two Interactive,Tarantula Studios
ACT Series: Tango Choo Nichi Jyuu Hen,DSiW,Misc,Digital Media Lab,Digital Media Lab
The King of Fighters NESTS Collection,PS2,Fighting,SNK Playmore,SNK Playmore Corporation
My Jurassic Farm,WiiU,Simulation,BiP Media,BiP media
Pursuit of Justice,PC,Adventure,Activision,Legacy Interactive
The New Adventures of Mary-Kate & Ashley,GB,Platform,Acclaim Entertainment,Crawfish Interactive
Digimon World DS (JP sales),DS,Role-Playing,Namco Bandai,Namco Bandai Games America
Heroes in the Sky-Origin,PC,Simulation,Unknown,GameUS Inc.
Ginga,GB,Puzzle,Hot-B,Hot-B
Big Air,PS,Sports,Accolade,Pitbull Syndicate
Eisei Meijin,PS,Misc,Konami,Konami
NGHTMN,PC,Misc,DIGITAL MISTAKE,DIGITAL MISTAKE
DECA Sports Freedom,X360,Sports,Hudson Soft,Hudson Soft
Ennichi no Tatsujin,Wii,Misc,Namco Bandai,Namco Bandai Games
Gion Hana,PS,Puzzle,Nihon Bussan,Unknown
Illusion of Gaia,SNES,Role-Playing,Nintendo,Quintet
Battle Royale Trainer,PC,Shooter,Trickjump Games Ltd,Trickjump Games Ltd
Kekkaishi: Karasumori Ayakashi Kidan,DS,Action,Namco Bandai,Bandai Namco Games
Moon Cresta,PS,Shooter,Hamster Corporation,Nichibutsu
Nun Attack Origins: Yuki's Silent Quest,And,Misc,Frima Studio,Unknown
Gensoumaden Saiyuuki: Hangyaku no Toshin Taishi,GBA,Adventure,Digital Kids,Digital Kids
Minna de Taikan Dokusho DS: Cho-Kowai! Gakkou no Kaidan,DS,Misc,Dorart,Dorart
Holiday World Tycoon,PC,Strategy,GSP,Avanquest Software
Lander,PC,Simulation,Sony Computer Entertainment,Psygnosis
Special Enquiry Detail: The Hand that Feeds Full,And,Misc,G5 Entertainment,Unknown
Tanteibu 3-Maki,PSP,Adventure,Unknown,Boost On
Totsugeki Tenshi Kanon,PC,Adventure,RaSeN,RaSeN
Odekake! Earth Seeker,DSiW,Misc,Enterbrain,Crafts & Meisters
Frozen Free Fall: Snowball Fight,PC,Puzzle,Disney Interactive Studios,SuperVillain Studios
Legendary Wars: T-Rex Rumble,DSiW,Strategy,Interplay,Interplay
So Many Cubes,PC,Strategy,Unknown,exagongames
Alchemy Mysteries: Prague Legends,PC,Puzzle,Jetdogs Studios,Jetdogs Studios
Butt Ugly Martians: B.K.M. Battles,GBA,Action,Knowledge Adventure,Runecraft
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,Strategy,Tecmo Koei,Koei Tecmo Games
Hasbro Family Game Night: Scrabble,XBL,Misc,Electronic Arts,EA Bright Light
Ouka Sengoku: Nobunaga-Chan no Koishite Yabou!?,PC,Adventure,Unknown,Apricot
Real Soccer 2010,DSiW,Sports,Gameloft,Gameloft
The Story of a Star,And,Misc,Bally Midway,Unknown
Grimm Meisaku Gekijou: Akazukin,3DO,Misc,Unknown,Ima Company
Death Bringer: Himerareta Monshou,SCD,Role-Playing,Riot,Riot
Hospital Hustle,PC,Strategy,Merscom LLC,Gameinvest
Romance of the Three Kingdoms VIII,PS2,Strategy,KOEI,Koei
Hamster Universe,And,Misc,Atari Games(Midway),Unknown
The Clockwork Man,PC,Puzzle,Unknown,Total Eclipse
Natalie Brooks: Mystery at Hillcrest High,DS,Adventure,Licensed 4U,"Alawar Entertainment, Inc."
OneShot,PC,Puzzle,Unknown,Little Cat Feet
Top Gun: The Second Mission,NES,Simulation,Konami,Konami
Hands On! Tangrams,DS,Puzzle,Storm City Games,Island Officials
Loving Life with Hello Kitty & Friends,DS,Misc,CokeM Interactive,Rising Star Games
Kane & Lynch,Series,Shooter,Eidos Interactive,IO Interactive
Keepsake,PC,Adventure,The Adventure Company,Wicked Studios
Daikon Set,WiiU,Action,Unknown,TBD
Revenge of the Titans,PC,Strategy,Puppy Games,Puppy Games
Fighting Simulator: 2-in-1 Flying Warriors,GB,Fighting,Culture Brain,Culture Brain
Kamen Rider SD: Shutsugeki!! Rider Machine,SNES,Racing,Yutaka,Yutaka
Battle Frenzy,SCD,Action,Good Night Brave Warrior,Domark
Tank Command,7800,Action,Unknown,Froggo
Schoolmate Sweets!,PC,Adventure,Illusion Soft,Illusion Soft
From TV Animation One Piece: Treasure Battle!,GC,Fighting,Bandai,Ganbarion
Magnetica Twist,WW,Puzzle,Nintendo,Nintendo
NASCAR,PSP,Racing,EA Sports,EA Tiburon
Emily is Away Too,PC,Simulation,Kyle Seeley,Kyle Seeley
Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,Adventure,Sony Computer Entertainment,Millennium Kitchen
Storybook Workshop,Wii,Misc,Konami,Konami
INSIDE,NS,Adventure,Playdead,Playdead
North American Hunting Extravaganza,Wii,Sports,Destineer,Arcade Moon
Total War Saga: Thrones of Britannia,PC,Strategy,Sega,Creative Assembly
Zero Cho Aniki,PSP,Shooter,GungHo,"extreme Co.,Ltd."
Frog Feast,AJ,Platform,Chaos89,RasterSoft
Pooh's Party Game: In Search of the Treasure,PS,Party,Disney Interactive Studios,Doki Denki
Gears of War 3,X360,Shooter,Microsoft Studios,Epic Games
Roundball: 2-on-2 Challenge,NES,Sports,Mindscape,Data East
Road Redemption,PC,Action-Adventure,Unknown,Pixel Dash Studios
Running Battle,MS,Action,Sega,Opera House
Horse & Pony: My Horsefarm,GBA,Strategy,DTP Entertainment,Independent Arts
Harley's Humongous Adventure,SNES,Platform,Hi Tech Expressions,"Visual Concepts, Ltd."
Train Simulator 2015,PC,Action,Dovetail Games,Dovetail Games
Lee Trevino's Fighting Golf,NES,Sports,SNK,SNK Corporation
Absolute Drift,PC,Racing,Funselektor Labs Inc.,Funselektor Labs Inc.
Nintendo Labo: Toy-Con 02 Robot Kit,NS,Action,Nintendo,Nintendo EPD
Age of Wushu,PC,Misc,Snail Game,Unknown
SimCity 3000,PC,Simulation,Electronic Arts,Maxis
Bakemonogatari Portable,PSP,Visual Novel,Namco Bandai Games,Banpresto
SEGA Ages: Thunder Force IV,NS,Shooter,Unknown,Sega
Kuros,PC,Adventure,Sandlot Games,Sandlot Games
Hissatsu Pachi-Slot Station 4,PS,Misc,Sunsoft,SunSoft
Cities: Skylines Snowfall,PC,Simulation,Paradox Development,Colossal Order
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,Fighting,SNK Playmore,SNK Playmore Corporation
Soroban Gu,WS,Puzzle,Naxat Soft,Mechanic Arms
Onimusha: Dawn of Dreams,PS2,Action,Capcom,Capcom
Pro Yakyuu Super League CD,SCD,Sports,Sega,Sega
Gateway to Apshai,CV,Role-Playing,Epyx,Epyx
Cross Horizon,And,Role-Playing,Marvelous Entertainment,Marvelous Entertainment
Osouji Sentai Clean Keeper H,PS2,Adventure,Idea Factory,Lupinus
Hexcells Plus,PC,Puzzle,Unknown,Matthew Brown
Super Mario 3D All-Stars,NS,Platform,Nintendo,Nintendo
Suki to Suki to de Sankaku Ren'ai,PSV,Visual Novel,Entergram,ASa Project
Gravity Rush 2,PS4,Action-Adventure,Sony Interactive Entertainment,SIE Japan Studio
TransOcean 2: Rivals,PC,Simulation,Astragon,Deck13 Hamburg
The Seven Cities of Gold,PC,Adventure,Electronic Arts,Ozark Softscape
Tuneland,PC,Misc,7th Level,7th Level
Ryoushuu Jokyoushi: Nikuyoku no Houkago,PC,Adventure,Unknown,Potage
Namco Gallery Vol. 2,GB,Misc,Namco,Namco
Puzzle Knights,iOS,Puzzle,Unknown,Mojaro
Doraemon: Nobita no Uchuu Eiyuuki,3DS,Action,FuRyu Corporation,FuRyu
